species,length,weight,w_l_ratio
Setipinna taty,17.47,2.52,0.14
Setipinna taty,17.29,2.52,0.15
Setipinna taty,18.6,2.85,0.15
Setipinna taty,19.08,2.8,0.15
Setipinna taty,19.22,2.78,0.14
Setipinna taty,17.87,2.98,0.17
Setipinna taty,18.09,2.63,0.15
Setipinna taty,17.57,2.58,0.15
Setipinna taty,17.67,2.76,0.16
Setipinna taty,19.37,2.85,0.15
Setipinna taty,18.03,2.84,0.16
Setipinna taty,16.62,2.67,0.16
Setipinna taty,17.13,2.57,0.15
Setipinna taty,17.49,2.69,0.15
Setipinna taty,17.76,2.36,0.13
Setipinna taty,17.21,2.68,0.16
Setipinna taty,18.91,2.82,0.15
Setipinna taty,17.75,2.77,0.16
Setipinna taty,16.08,2.75,0.17
Setipinna taty,17.61,2.54,0.14
Setipinna taty,17.38,2.69,0.15
Setipinna taty,18.16,2.58,0.14
Setipinna taty,18.09,2.72,0.15
Setipinna taty,18.12,2.74,0.15
Setipinna taty,18.39,2.77,0.15
Setipinna taty,18.77,2.59,0.14
Setipinna taty,16.33,2.78,0.17
Setipinna taty,17.41,2.59,0.15
Setipinna taty,17.04,2.78,0.16
Setipinna taty,17.49,2.75,0.16
Setipinna taty,17.1,2.43,0.14
Setipinna taty,18.05,2.73,0.15
Setipinna taty,16.19,2.54,0.16
Setipinna taty,18.01,2.57,0.14
Setipinna taty,18.26,2.76,0.15
Setipinna taty,17.86,2.42,0.14
Setipinna taty,18.49,2.83,0.15
Setipinna taty,19.4,2.75,0.14
Setipinna taty,17.99,2.7,0.15
Setipinna taty,16.91,2.56,0.15
Setipinna taty,16.85,2.52,0.15
Setipinna taty,16.62,2.64,0.16
Setipinna taty,17.2,2.52,0.15
Setipinna taty,17.85,2.8,0.16
Setipinna taty,17.85,2.9,0.16
Setipinna taty,18.97,2.81,0.15
Setipinna taty,16.37,2.69,0.16
Setipinna taty,17.18,2.61,0.15
Setipinna taty,16.79,2.42,0.14
Setipinna taty,17.84,2.79,0.16
Setipinna taty,18.37,2.58,0.14
Setipinna taty,18.66,2.51,0.13
Setipinna taty,16.8,2.45,0.15
Setipinna taty,17.52,2.45,0.14
Setipinna taty,18.47,2.89,0.16
Setipinna taty,19.12,2.67,0.14
Setipinna taty,17.98,2.58,0.14
Setipinna taty,17.76,2.45,0.14
Setipinna taty,17.22,2.65,0.15
Setipinna taty,18.54,2.76,0.15
Setipinna taty,17.33,2.74,0.16
Setipinna taty,16.45,2.52,0.15
Setipinna taty,18.68,2.61,0.14
Setipinna taty,18.5,2.77,0.15
Setipinna taty,18.58,3.0,0.16
Setipinna taty,18.07,2.79,0.15
Setipinna taty,18.46,2.74,0.15
Setipinna taty,18.07,2.49,0.14
Setipinna taty,18.48,3.02,0.16
Setipinna taty,17.07,2.87,0.17
Setipinna taty,17.76,2.81,0.16
Setipinna taty,16.94,2.67,0.16
Setipinna taty,17.02,2.81,0.17
Setipinna taty,17.56,2.68,0.15
Setipinna taty,17.28,2.81,0.16
Setipinna taty,17.57,2.63,0.15
Setipinna taty,18.84,2.66,0.14
Setipinna taty,18.45,2.82,0.15
Setipinna taty,18.06,2.67,0.15
Setipinna taty,16.84,2.66,0.16
Setipinna taty,18.54,2.87,0.15
Setipinna taty,16.82,2.65,0.16
Setipinna taty,17.18,2.7,0.16
Setipinna taty,16.79,2.58,0.15
Setipinna taty,15.94,2.69,0.17
Setipinna taty,17.29,2.68,0.15
Setipinna taty,17.92,2.57,0.14
Setipinna taty,17.42,2.71,0.16
Setipinna taty,17.35,2.61,0.15
Setipinna taty,17.29,2.46,0.14
Setipinna taty,18.66,2.54,0.14
Setipinna taty,17.72,2.56,0.14
Setipinna taty,19.3,2.32,0.12
Setipinna taty,18.49,2.75,0.15
Setipinna taty,18.63,2.56,0.14
Setipinna taty,17.42,2.63,0.15
Setipinna taty,17.09,2.63,0.15
Setipinna taty,18.01,2.7,0.15
Setipinna taty,18.76,2.79,0.15
Setipinna taty,17.18,2.61,0.15
Setipinna taty,17.75,2.79,0.16
Setipinna taty,17.78,2.73,0.15
Setipinna taty,18.04,2.69,0.15
Setipinna taty,17.92,2.5,0.14
Setipinna taty,18.12,2.35,0.13
Setipinna taty,16.79,2.47,0.15
Setipinna taty,18.46,2.77,0.15
Setipinna taty,18.15,2.75,0.15
Setipinna taty,18.35,2.64,0.14
Setipinna taty,17.28,2.43,0.14
Setipinna taty,18.96,2.79,0.15
Setipinna taty,18.19,2.63,0.14
Setipinna taty,18.24,2.56,0.14
Setipinna taty,17.96,2.46,0.14
Setipinna taty,17.71,2.66,0.15
Setipinna taty,18.33,2.58,0.14
Setipinna taty,17.57,2.7,0.15
Setipinna taty,18.75,2.69,0.14
Setipinna taty,18.09,2.88,0.16
Setipinna taty,16.06,2.68,0.17
Setipinna taty,16.97,2.68,0.16
Setipinna taty,17.58,2.71,0.15
Setipinna taty,17.05,2.54,0.15
Setipinna taty,16.78,2.59,0.15
Setipinna taty,17.35,2.62,0.15
Setipinna taty,18.24,2.59,0.14
Setipinna taty,17.16,2.7,0.16
Setipinna taty,18.09,2.64,0.15
Setipinna taty,16.84,2.63,0.16
Setipinna taty,17.12,2.66,0.16
Setipinna taty,17.94,2.56,0.14
Setipinna taty,17.59,2.58,0.15
Setipinna taty,18.29,2.44,0.13
Setipinna taty,18.68,2.41,0.13
Setipinna taty,17.3,2.85,0.16
Setipinna taty,17.66,2.63,0.15
Setipinna taty,18.3,2.74,0.15
Setipinna taty,18.65,2.82,0.15
Setipinna taty,18.23,2.71,0.15
Setipinna taty,17.41,2.5,0.14
Setipinna taty,17.2,2.61,0.15
Setipinna taty,18.6,2.59,0.14
Setipinna taty,17.66,2.83,0.16
Setipinna taty,17.59,2.53,0.14
Setipinna taty,17.49,2.85,0.16
Setipinna taty,17.95,2.55,0.14
Setipinna taty,17.26,2.52,0.15
Setipinna taty,18.73,2.72,0.15
Setipinna taty,17.54,2.73,0.16
Setipinna taty,18.37,2.62,0.14
Setipinna taty,17.04,2.55,0.15
Setipinna taty,17.49,2.6,0.15
Setipinna taty,17.37,2.66,0.15
Setipinna taty,18.79,2.84,0.15
Setipinna taty,15.96,2.68,0.17
Setipinna taty,17.71,2.78,0.16
Setipinna taty,18.85,2.93,0.16
Setipinna taty,16.81,2.54,0.15
Setipinna taty,17.76,2.85,0.16
Setipinna taty,17.72,2.73,0.15
Setipinna taty,18.6,2.51,0.14
Setipinna taty,19.01,2.6,0.14
Setipinna taty,17.99,2.96,0.16
Setipinna taty,18.51,2.75,0.15
Setipinna taty,16.74,2.79,0.17
Setipinna taty,18.95,2.75,0.15
Setipinna taty,19.0,2.4,0.13
Setipinna taty,16.79,2.56,0.15
Setipinna taty,17.62,2.64,0.15
Setipinna taty,18.49,2.51,0.14
Setipinna taty,17.9,2.78,0.16
Setipinna taty,18.29,2.66,0.15
Setipinna taty,18.65,2.7,0.15
Setipinna taty,17.17,2.65,0.15
Setipinna taty,17.9,2.71,0.15
Setipinna taty,18.06,2.78,0.15
Setipinna taty,18.4,2.83,0.15
Setipinna taty,18.17,2.46,0.14
Setipinna taty,17.86,2.74,0.15
Setipinna taty,17.22,2.55,0.15
Setipinna taty,19.05,2.85,0.15
Setipinna taty,17.98,2.56,0.14
Setipinna taty,17.36,2.56,0.15
Setipinna taty,18.5,2.92,0.16
Setipinna taty,17.14,2.64,0.15
Setipinna taty,18.82,2.77,0.15
Setipinna taty,17.99,2.66,0.15
Setipinna taty,18.06,2.58,0.14
Setipinna taty,17.89,2.82,0.16
Setipinna taty,17.98,2.68,0.15
Setipinna taty,16.69,2.7,0.16
Setipinna taty,18.27,2.69,0.15
Setipinna taty,17.96,2.82,0.16
Setipinna taty,18.78,2.74,0.15
Setipinna taty,19.01,2.72,0.14
Setipinna taty,18.63,2.85,0.15
Setipinna taty,17.16,2.58,0.15
Setipinna taty,17.28,2.55,0.15
Setipinna taty,18.8,3.05,0.16
Setipinna taty,18.11,2.47,0.14
Setipinna taty,19.12,2.74,0.14
Setipinna taty,17.64,2.7,0.15
Setipinna taty,18.37,2.57,0.14
Setipinna taty,18.73,2.94,0.16
Setipinna taty,17.56,2.68,0.15
Setipinna taty,17.78,2.72,0.15
Setipinna taty,18.38,2.49,0.14
Setipinna taty,18.03,2.74,0.15
Setipinna taty,17.5,2.69,0.15
Setipinna taty,18.11,2.4,0.13
Setipinna taty,19.08,2.54,0.13
Setipinna taty,18.66,2.73,0.15
Setipinna taty,17.35,2.63,0.15
Setipinna taty,17.73,2.6,0.15
Setipinna taty,18.72,2.72,0.15
Setipinna taty,17.5,2.57,0.15
Setipinna taty,18.22,2.79,0.15
Setipinna taty,17.85,2.74,0.15
Setipinna taty,18.52,2.7,0.15
Setipinna taty,18.83,2.49,0.13
Setipinna taty,18.34,2.8,0.15
Setipinna taty,18.58,2.7,0.15
Setipinna taty,18.26,2.75,0.15
Setipinna taty,18.0,2.57,0.14
Setipinna taty,18.19,2.55,0.14
Setipinna taty,18.82,2.71,0.14
Setipinna taty,17.1,2.81,0.16
Setipinna taty,19.43,2.62,0.13
Setipinna taty,18.86,2.74,0.15
Setipinna taty,16.62,2.87,0.17
Setipinna taty,18.91,2.65,0.14
Setipinna taty,17.34,2.55,0.15
Setipinna taty,18.71,2.6,0.14
Setipinna taty,18.18,2.74,0.15
Setipinna taty,18.63,2.73,0.15
Setipinna taty,17.2,2.66,0.15
Setipinna taty,17.01,2.86,0.17
Setipinna taty,17.23,2.59,0.15
Setipinna taty,17.04,2.56,0.15
Setipinna taty,16.75,2.81,0.17
Setipinna taty,17.63,2.7,0.15
Setipinna taty,17.95,2.75,0.15
Setipinna taty,18.36,2.57,0.14
Setipinna taty,18.45,2.6,0.14
Setipinna taty,17.77,2.81,0.16
Setipinna taty,17.17,2.64,0.15
Setipinna taty,18.68,2.75,0.15
Setipinna taty,18.32,2.76,0.15
Setipinna taty,17.49,2.74,0.16
Setipinna taty,17.08,3.02,0.18
Setipinna taty,18.49,2.74,0.15
Setipinna taty,17.13,2.54,0.15
Setipinna taty,18.19,2.65,0.15
Setipinna taty,17.1,2.72,0.16
Setipinna taty,18.07,2.74,0.15
Setipinna taty,17.28,2.46,0.14
Setipinna taty,18.67,2.69,0.14
Setipinna taty,16.73,2.63,0.16
Setipinna taty,18.13,2.69,0.15
Setipinna taty,18.81,2.79,0.15
Setipinna taty,17.96,2.66,0.15
Setipinna taty,18.13,2.56,0.14
Setipinna taty,18.61,2.72,0.15
Setipinna taty,16.58,2.75,0.17
Setipinna taty,18.16,2.83,0.16
Setipinna taty,16.36,2.51,0.15
Setipinna taty,17.52,2.7,0.15
Setipinna taty,17.41,2.68,0.15
Setipinna taty,18.09,2.43,0.13
Setipinna taty,17.74,2.69,0.15
Setipinna taty,19.02,2.62,0.14
Setipinna taty,18.08,2.79,0.15
Setipinna taty,18.28,2.85,0.16
Setipinna taty,17.21,2.6,0.15
Setipinna taty,17.3,2.58,0.15
Setipinna taty,18.33,2.76,0.15
Setipinna taty,18.85,2.56,0.14
Setipinna taty,17.06,2.76,0.16
Setipinna taty,18.56,2.67,0.14
Setipinna taty,17.36,2.66,0.15
Setipinna taty,16.86,2.8,0.17
Setipinna taty,17.79,2.8,0.16
Setipinna taty,19.15,2.79,0.15
Setipinna taty,17.89,2.8,0.16
Setipinna taty,17.47,2.99,0.17
Setipinna taty,18.75,2.6,0.14
Setipinna taty,18.74,2.61,0.14
Setipinna taty,17.74,2.83,0.16
Setipinna taty,17.34,2.72,0.16
Setipinna taty,18.99,2.53,0.13
Setipinna taty,17.99,2.68,0.15
Setipinna taty,16.43,2.63,0.16
Setipinna taty,17.22,2.61,0.15
Setipinna taty,18.46,2.61,0.14
Setipinna taty,17.45,2.74,0.16
Setipinna taty,18.1,2.68,0.15
Setipinna taty,18.25,2.67,0.15
Setipinna taty,19.19,2.94,0.15
Setipinna taty,18.87,2.77,0.15
Setipinna taty,18.44,2.57,0.14
Setipinna taty,18.23,2.7,0.15
Setipinna taty,17.89,2.82,0.16
Setipinna taty,17.95,2.74,0.15
Setipinna taty,18.14,2.72,0.15
Setipinna taty,18.0,2.8,0.16
Setipinna taty,16.91,2.48,0.15
Setipinna taty,16.94,2.5,0.15
Setipinna taty,16.52,2.39,0.14
Setipinna taty,17.92,2.45,0.14
Setipinna taty,17.45,2.38,0.14
Setipinna taty,16.68,2.56,0.15
Setipinna taty,18.1,2.52,0.14
Setipinna taty,17.7,2.76,0.16
Setipinna taty,18.53,2.84,0.15
Setipinna taty,16.49,2.57,0.16
Setipinna taty,16.13,2.61,0.16
Setipinna taty,18.59,2.61,0.14
Setipinna taty,19.17,2.6,0.14
Setipinna taty,16.94,2.72,0.16
Setipinna taty,18.51,2.75,0.15
Setipinna taty,18.04,2.46,0.14
Setipinna taty,17.73,2.61,0.15
Setipinna taty,17.14,2.6,0.15
Setipinna taty,19.18,2.56,0.13
Setipinna taty,16.87,2.46,0.15
Setipinna taty,17.68,2.68,0.15
Setipinna taty,19.21,2.55,0.13
Setipinna taty,16.93,2.62,0.16
Setipinna taty,16.78,2.73,0.16
Setipinna taty,16.9,2.67,0.16
Setipinna taty,18.12,2.77,0.15
Setipinna taty,18.54,2.82,0.15
Setipinna taty,19.16,2.78,0.15
Setipinna taty,17.44,2.68,0.15
Setipinna taty,17.75,2.82,0.16
Setipinna taty,16.69,2.61,0.16
Setipinna taty,16.19,2.6,0.16
Setipinna taty,17.34,2.82,0.16
Setipinna taty,17.28,2.81,0.16
Setipinna taty,16.89,2.57,0.15
Setipinna taty,17.15,2.66,0.16
Setipinna taty,18.87,2.63,0.14
Setipinna taty,17.52,2.46,0.14
Setipinna taty,18.56,2.66,0.14
Setipinna taty,17.65,2.74,0.15
Setipinna taty,17.6,2.75,0.16
Setipinna taty,17.49,2.69,0.15
Setipinna taty,17.0,2.7,0.16
Setipinna taty,17.18,2.72,0.16
Setipinna taty,16.91,2.67,0.16
Setipinna taty,17.88,2.68,0.15
Setipinna taty,17.39,2.64,0.15
Setipinna taty,16.54,2.52,0.15
Setipinna taty,17.0,2.55,0.15
Setipinna taty,17.67,2.76,0.16
Setipinna taty,18.37,2.45,0.13
Setipinna taty,18.29,2.46,0.13
Setipinna taty,15.93,2.53,0.16
Setipinna taty,17.44,2.54,0.15
Setipinna taty,17.57,2.74,0.16
Setipinna taty,18.14,2.54,0.14
Setipinna taty,17.58,2.84,0.16
Setipinna taty,17.84,2.66,0.15
Setipinna taty,18.42,2.71,0.15
Setipinna taty,17.81,2.75,0.15
Setipinna taty,18.4,2.49,0.14
Setipinna taty,16.82,2.56,0.15
Setipinna taty,16.72,2.6,0.16
Setipinna taty,19.41,2.8,0.14
Setipinna taty,16.29,2.72,0.17
Setipinna taty,16.0,2.61,0.16
Setipinna taty,17.79,2.78,0.16
Setipinna taty,18.73,2.84,0.15
Setipinna taty,16.61,2.65,0.16
Setipinna taty,16.81,2.56,0.15
Setipinna taty,17.82,2.53,0.14
Setipinna taty,18.25,2.82,0.15
Setipinna taty,18.6,2.53,0.14
Setipinna taty,18.05,2.59,0.14
Setipinna taty,17.73,2.36,0.13
Setipinna taty,18.0,2.39,0.13
Setipinna taty,17.02,2.61,0.15
Setipinna taty,18.91,2.75,0.15
Setipinna taty,18.02,2.63,0.15
Setipinna taty,17.72,2.64,0.15
Setipinna taty,17.23,2.82,0.16
Setipinna taty,18.43,2.39,0.13
Setipinna taty,16.64,2.73,0.16
Setipinna taty,18.44,2.57,0.14
Setipinna taty,16.4,2.63,0.16
Setipinna taty,17.18,2.71,0.16
Setipinna taty,16.09,2.64,0.16
Setipinna taty,18.19,2.74,0.15
Setipinna taty,18.56,2.6,0.14
Setipinna taty,16.6,2.54,0.15
Setipinna taty,16.32,2.6,0.16
Setipinna taty,16.8,2.63,0.16
Setipinna taty,16.53,2.86,0.17
Setipinna taty,17.72,2.72,0.15
Setipinna taty,17.43,2.43,0.14
Setipinna taty,18.73,2.61,0.14
Setipinna taty,17.84,2.61,0.15
Setipinna taty,19.08,2.69,0.14
Setipinna taty,17.84,2.71,0.15
Setipinna taty,17.18,2.52,0.15
Setipinna taty,17.66,2.48,0.14
Setipinna taty,17.56,2.6,0.15
Setipinna taty,18.33,2.72,0.15
Setipinna taty,17.72,2.78,0.16
Setipinna taty,18.04,2.58,0.14
Setipinna taty,17.83,2.91,0.16
Setipinna taty,19.02,2.61,0.14
Setipinna taty,19.02,2.83,0.15
Setipinna taty,17.21,2.66,0.15
Setipinna taty,16.48,2.62,0.16
Setipinna taty,17.5,2.85,0.16
Setipinna taty,17.03,2.71,0.16
Setipinna taty,18.15,2.74,0.15
Setipinna taty,18.26,2.65,0.15
Setipinna taty,18.01,2.66,0.15
Setipinna taty,17.48,2.52,0.14
Setipinna taty,18.07,2.68,0.15
Setipinna taty,17.57,2.55,0.15
Setipinna taty,16.73,2.81,0.17
Sillaginopsis panijus,31.97,4.71,0.15
Sillaginopsis panijus,32.59,4.73,0.15
Sillaginopsis panijus,32.23,4.75,0.15
Sillaginopsis panijus,30.32,4.72,0.16
Sillaginopsis panijus,30.81,4.66,0.15
Sillaginopsis panijus,31.93,4.67,0.15
Sillaginopsis panijus,29.36,4.72,0.16
Sillaginopsis panijus,28.89,4.73,0.16
Sillaginopsis panijus,31.03,4.68,0.15
Sillaginopsis panijus,31.74,4.73,0.15
Sillaginopsis panijus,31.7,4.78,0.15
Sillaginopsis panijus,31.11,4.72,0.15
Sillaginopsis panijus,29.07,4.7,0.16
Sillaginopsis panijus,32.21,4.69,0.15
Sillaginopsis panijus,29.31,4.71,0.16
Sillaginopsis panijus,28.55,4.7,0.16
Sillaginopsis panijus,29.76,4.69,0.16
Sillaginopsis panijus,31.21,4.75,0.15
Sillaginopsis panijus,29.88,4.65,0.16
Sillaginopsis panijus,29.32,4.7,0.16
Sillaginopsis panijus,31.63,4.76,0.15
Sillaginopsis panijus,31.58,4.71,0.15
Sillaginopsis panijus,30.18,4.66,0.15
Sillaginopsis panijus,29.49,4.67,0.16
Sillaginopsis panijus,31.29,4.71,0.15
Sillaginopsis panijus,32.2,4.74,0.15
Sillaginopsis panijus,31.98,4.73,0.15
Sillaginopsis panijus,28.42,4.64,0.16
Sillaginopsis panijus,28.1,4.68,0.17
Sillaginopsis panijus,32.7,4.7,0.14
Sillaginopsis panijus,31.0,4.73,0.15
Sillaginopsis panijus,31.3,4.7,0.15
Sillaginopsis panijus,32.16,4.67,0.15
Sillaginopsis panijus,31.0,4.72,0.15
Sillaginopsis panijus,28.64,4.71,0.16
Sillaginopsis panijus,32.07,4.74,0.15
Sillaginopsis panijus,31.63,4.68,0.15
Sillaginopsis panijus,30.58,4.67,0.15
Sillaginopsis panijus,32.14,4.68,0.15
Sillaginopsis panijus,30.62,4.7,0.15
Sillaginopsis panijus,31.74,4.74,0.15
Sillaginopsis panijus,31.06,4.73,0.15
Sillaginopsis panijus,29.63,4.7,0.16
Sillaginopsis panijus,30.4,4.71,0.16
Sillaginopsis panijus,29.21,4.68,0.16
Sillaginopsis panijus,31.62,4.72,0.15
Sillaginopsis panijus,30.95,4.7,0.15
Sillaginopsis panijus,28.33,4.67,0.16
Sillaginopsis panijus,32.99,4.67,0.14
Sillaginopsis panijus,28.37,4.72,0.17
Sillaginopsis panijus,33.02,4.72,0.14
Sillaginopsis panijus,30.07,4.76,0.16
Sillaginopsis panijus,28.72,4.72,0.16
Sillaginopsis panijus,32.58,4.69,0.14
Sillaginopsis panijus,33.14,4.72,0.14
Sillaginopsis panijus,30.58,4.7,0.15
Sillaginopsis panijus,30.99,4.71,0.15
Sillaginopsis panijus,29.9,4.71,0.16
Sillaginopsis panijus,32.67,4.7,0.14
Sillaginopsis panijus,28.45,4.7,0.17
Sillaginopsis panijus,32.55,4.75,0.15
Sillaginopsis panijus,31.28,4.74,0.15
Sillaginopsis panijus,33.63,4.76,0.14
Sillaginopsis panijus,30.92,4.67,0.15
Sillaginopsis panijus,30.27,4.7,0.16
Sillaginopsis panijus,29.06,4.73,0.16
Sillaginopsis panijus,31.49,4.7,0.15
Sillaginopsis panijus,31.67,4.69,0.15
Sillaginopsis panijus,31.22,4.67,0.15
Sillaginopsis panijus,32.81,4.71,0.14
Sillaginopsis panijus,30.65,4.71,0.15
Sillaginopsis panijus,32.93,4.69,0.14
Sillaginopsis panijus,29.02,4.74,0.16
Sillaginopsis panijus,31.46,4.72,0.15
Sillaginopsis panijus,31.91,4.77,0.15
Sillaginopsis panijus,29.78,4.74,0.16
Sillaginopsis panijus,33.65,4.73,0.14
Sillaginopsis panijus,30.77,4.72,0.15
Sillaginopsis panijus,31.24,4.7,0.15
Sillaginopsis panijus,31.02,4.75,0.15
Sillaginopsis panijus,31.81,4.71,0.15
Sillaginopsis panijus,30.4,4.68,0.15
Sillaginopsis panijus,27.89,4.76,0.17
Sillaginopsis panijus,32.66,4.74,0.15
Sillaginopsis panijus,29.09,4.7,0.16
Sillaginopsis panijus,30.97,4.73,0.15
Sillaginopsis panijus,28.85,4.73,0.16
Sillaginopsis panijus,31.58,4.7,0.15
Sillaginopsis panijus,30.07,4.71,0.16
Sillaginopsis panijus,31.61,4.65,0.15
Sillaginopsis panijus,30.33,4.75,0.16
Sillaginopsis panijus,32.51,4.73,0.15
Sillaginopsis panijus,32.79,4.7,0.14
Sillaginopsis panijus,31.38,4.66,0.15
Sillaginopsis panijus,32.37,4.69,0.14
Sillaginopsis panijus,31.56,4.71,0.15
Sillaginopsis panijus,31.88,4.72,0.15
Sillaginopsis panijus,31.98,4.71,0.15
Sillaginopsis panijus,31.24,4.67,0.15
Sillaginopsis panijus,30.45,4.72,0.15
Sillaginopsis panijus,29.53,4.68,0.16
Sillaginopsis panijus,31.81,4.75,0.15
Sillaginopsis panijus,29.19,4.7,0.16
Sillaginopsis panijus,31.47,4.69,0.15
Sillaginopsis panijus,30.64,4.75,0.15
Sillaginopsis panijus,32.47,4.74,0.15
Sillaginopsis panijus,30.52,4.71,0.15
Sillaginopsis panijus,31.4,4.7,0.15
Sillaginopsis panijus,29.71,4.67,0.16
Sillaginopsis panijus,29.98,4.67,0.16
Sillaginopsis panijus,32.22,4.71,0.15
Sillaginopsis panijus,31.19,4.74,0.15
Sillaginopsis panijus,30.44,4.72,0.16
Sillaginopsis panijus,33.24,4.71,0.14
Sillaginopsis panijus,29.15,4.72,0.16
Sillaginopsis panijus,29.81,4.71,0.16
Sillaginopsis panijus,28.62,4.73,0.17
Sillaginopsis panijus,29.36,4.72,0.16
Sillaginopsis panijus,32.22,4.74,0.15
Sillaginopsis panijus,29.23,4.7,0.16
Sillaginopsis panijus,31.46,4.72,0.15
Sillaginopsis panijus,28.74,4.76,0.17
Sillaginopsis panijus,31.78,4.71,0.15
Sillaginopsis panijus,30.69,4.7,0.15
Sillaginopsis panijus,29.21,4.72,0.16
Sillaginopsis panijus,29.79,4.67,0.16
Sillaginopsis panijus,31.62,4.69,0.15
Sillaginopsis panijus,31.2,4.74,0.15
Sillaginopsis panijus,31.26,4.7,0.15
Sillaginopsis panijus,32.18,4.68,0.15
Sillaginopsis panijus,31.74,4.66,0.15
Sillaginopsis panijus,30.7,4.71,0.15
Sillaginopsis panijus,32.16,4.73,0.15
Sillaginopsis panijus,31.15,4.74,0.15
Sillaginopsis panijus,30.24,4.71,0.16
Sillaginopsis panijus,29.5,4.7,0.16
Sillaginopsis panijus,31.32,4.72,0.15
Sillaginopsis panijus,32.09,4.67,0.15
Sillaginopsis panijus,30.86,4.68,0.15
Sillaginopsis panijus,30.73,4.73,0.15
Sillaginopsis panijus,31.42,4.76,0.15
Sillaginopsis panijus,32.67,4.74,0.15
Sillaginopsis panijus,32.62,4.7,0.14
Sillaginopsis panijus,31.32,4.7,0.15
Sillaginopsis panijus,31.45,4.73,0.15
Sillaginopsis panijus,32.95,4.72,0.14
Sillaginopsis panijus,29.68,4.7,0.16
Sillaginopsis panijus,31.46,4.7,0.15
Sillaginopsis panijus,31.72,4.7,0.15
Sillaginopsis panijus,31.57,4.74,0.15
Sillaginopsis panijus,29.14,4.71,0.16
Sillaginopsis panijus,30.0,4.75,0.16
Sillaginopsis panijus,33.86,4.72,0.14
Sillaginopsis panijus,30.27,4.7,0.16
Sillaginopsis panijus,32.19,4.73,0.15
Sillaginopsis panijus,29.85,4.72,0.16
Sillaginopsis panijus,31.99,4.74,0.15
Sillaginopsis panijus,30.77,4.74,0.15
Sillaginopsis panijus,31.21,4.72,0.15
Sillaginopsis panijus,32.39,4.71,0.15
Sillaginopsis panijus,32.15,4.76,0.15
Sillaginopsis panijus,31.05,4.74,0.15
Sillaginopsis panijus,32.73,4.79,0.15
Sillaginopsis panijus,28.6,4.71,0.16
Sillaginopsis panijus,30.53,4.69,0.15
Sillaginopsis panijus,32.43,4.73,0.15
Sillaginopsis panijus,28.74,4.68,0.16
Sillaginopsis panijus,28.43,4.73,0.17
Sillaginopsis panijus,30.61,4.7,0.15
Sillaginopsis panijus,29.07,4.72,0.16
Sillaginopsis panijus,33.25,4.69,0.14
Sillaginopsis panijus,32.16,4.7,0.15
Sillaginopsis panijus,31.73,4.67,0.15
Sillaginopsis panijus,31.97,4.72,0.15
Sillaginopsis panijus,32.7,4.74,0.14
Sillaginopsis panijus,33.17,4.76,0.14
Sillaginopsis panijus,31.58,4.72,0.15
Sillaginopsis panijus,30.86,4.76,0.15
Sillaginopsis panijus,29.3,4.71,0.16
Sillaginopsis panijus,32.58,4.69,0.14
Sillaginopsis panijus,30.1,4.68,0.16
Sillaginopsis panijus,29.41,4.72,0.16
Sillaginopsis panijus,32.46,4.74,0.15
Sillaginopsis panijus,31.64,4.7,0.15
Sillaginopsis panijus,29.28,4.72,0.16
Sillaginopsis panijus,30.81,4.65,0.15
Sillaginopsis panijus,31.62,4.71,0.15
Sillaginopsis panijus,31.88,4.77,0.15
Sillaginopsis panijus,29.45,4.69,0.16
Sillaginopsis panijus,31.86,4.71,0.15
Sillaginopsis panijus,30.77,4.67,0.15
Sillaginopsis panijus,31.58,4.72,0.15
Sillaginopsis panijus,31.39,4.72,0.15
Sillaginopsis panijus,29.55,4.71,0.16
Sillaginopsis panijus,32.39,4.73,0.15
Sillaginopsis panijus,30.19,4.68,0.16
Sillaginopsis panijus,32.4,4.69,0.14
Sillaginopsis panijus,31.94,4.74,0.15
Sillaginopsis panijus,32.45,4.77,0.15
Sillaginopsis panijus,31.92,4.71,0.15
Sillaginopsis panijus,32.35,4.69,0.14
Sillaginopsis panijus,31.88,4.71,0.15
Sillaginopsis panijus,30.14,4.69,0.16
Sillaginopsis panijus,32.51,4.71,0.14
Sillaginopsis panijus,32.25,4.74,0.15
Sillaginopsis panijus,32.34,4.71,0.15
Sillaginopsis panijus,30.44,4.71,0.15
Sillaginopsis panijus,30.69,4.7,0.15
Sillaginopsis panijus,33.51,4.76,0.14
Sillaginopsis panijus,32.01,4.71,0.15
Sillaginopsis panijus,31.59,4.71,0.15
Sillaginopsis panijus,32.19,4.72,0.15
Sillaginopsis panijus,29.08,4.71,0.16
Sillaginopsis panijus,29.76,4.7,0.16
Sillaginopsis panijus,32.6,4.69,0.14
Sillaginopsis panijus,32.28,4.66,0.14
Sillaginopsis panijus,30.25,4.75,0.16
Sillaginopsis panijus,29.74,4.71,0.16
Sillaginopsis panijus,30.57,4.76,0.16
Sillaginopsis panijus,32.09,4.69,0.15
Sillaginopsis panijus,29.56,4.71,0.16
Sillaginopsis panijus,31.48,4.77,0.15
Sillaginopsis panijus,31.01,4.7,0.15
Sillaginopsis panijus,29.33,4.69,0.16
Sillaginopsis panijus,28.87,4.72,0.16
Sillaginopsis panijus,31.53,4.67,0.15
Sillaginopsis panijus,31.87,4.76,0.15
Sillaginopsis panijus,30.61,4.67,0.15
Sillaginopsis panijus,32.67,4.69,0.14
